brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
pampersus,results/pampersus/C2-naD3vRx6_2024-02-05_19-58-01_UTC_1.jpg,False,The image does not show anyone using the diapers.  It shows a baby wrapped in a pink blanket being held by an older girl.,False,The image does not show any pampers diapers or other products.,True,There is a baby present wrapped in a blanket and held by an older girl.
pampersus,results/pampersus/DBjNPcUpauS_2024-10-25_14-15-13_UTC_1.jpg,False,"The image contains a QR code for Pampers Club, there is no video showing product usage.",False,The image shows only a Pampers Club QR code and text; no diapers are visible.,False,There are no children or babies present in the image.
pampersus,results/pampersus/C_sZ6jMO4qj_2024-09-09_10-59-11_UTC.jpg,False,"The video shows a person holding a baby and a diaper, but it does not show the process of putting the diaper on the baby.",True,The Pampers Swaddlers diaper box and a single diaper are clearly visible in the video.,True,"A baby is shown in the video, wrapped in a blanket, being held by an adult."
pampersus,results/pampersus/C8U1yPWv21j_2024-06-17_17-45-45_UTC.jpg,False,No one in the video shows themselves using the product.,False,"The product is mentioned in text, but not shown visually.",False,There are no children or babies present in this video.
pampersus,results/pampersus/C8PSosPtwoY_2024-06-15_14-00-00_UTC.jpg,False,"The video shows a box of Pampers Easy Ups, but it does not show anyone using the product.",True,A box of Pampers Easy Ups is clearly visible in the video.,True,A young child is present in the video.
pampersus,results/pampersus/C6jklsmvMB4_2024-05-04_18-11-06_UTC.jpg,False,There is no product usage shown in the video.,False,The Pampers brand is not visible in the image.,True,There are two children present in the image.
pampersus,results/pampersus/DBKYrykxGEV_2024-10-15_22-55-27_UTC_1.jpg,False,"The video shows a person holding a box of Pampers Swaddlers diapers, but does not show anyone using the diapers.",True,The box of Pampers Swaddlers diapers is clearly visible and the brand is prominently displayed.,True,A baby's picture is shown on the box of diapers.
pampersus,results/pampersus/C8H38rlgVtM_2024-06-12_16-58-38_UTC_1.jpg,False,"A person is shown holding a box and a diaper, but not using it on a baby.",True,The Pampers Easy Ups packaging and the diapers themselves are clearly visible.,False,There is no child or baby present in the video.
pampersus,results/pampersus/C9uh6rQgLvI_2024-07-22_13-41-57_UTC_1.jpg,False,"The video shows a woman holding a baby, but it does not show the process of putting on the diaper.",True,Two boxes of Pampers Swaddlers diapers are clearly visible in the video.,True,A baby is being held by a woman in the video.
pampersus,results/pampersus/C7Zx59BRLiM_2024-05-25_19-16-09_UTC.jpg,False,No one in the video is shown using the Pampers Swaddlers 360 diapers.,True,The Pampers Swaddlers 360 logo is clearly visible in the background.,False,There are no children or babies present in the video.
pampersus,results/pampersus/C48RMElLZ1Y_2024-03-25_15-13-05_UTC.jpg,False,"A person is holding a box of Pampers Swaddlers diapers, but is not shown using them.",True,The box of Pampers Swaddlers diapers is clearly visible and in focus.,True,An image of a baby wearing Pampers Swaddlers is on the box of diapers.
pampersus,results/pampersus/C5WjxAUv1md_2024-04-04_20-11-18_UTC.jpg,False,"The video shows a box of Pampers Swaddlers diapers, but it does not show anyone using the diapers. ",True,The box of Pampers Swaddlers diapers is clearly visible and is prominently featured in the video.,True,"A baby is present in the video; however, the baby is not shown wearing or using the diapers."
pampersus,results/pampersus/C4tV7RJAcBn_2024-03-19_20-00-57_UTC_2.jpg,False,There is no person shown using the product in the video.,True,The Pampers Easy Ups training underwear logo is clearly visible in the top left corner.,False,"There are cartoon dogs present, but no children or babies."
pampersus,results/pampersus/C7E44h-OtbZ_2024-05-17_16-33-27_UTC_1.jpg,False,The video shows a person walking towards Sam's Club.  There is no depiction of anyone using Pampers diapers.,False,"The Pampers brand is mentioned in text on the video, but no Pampers products are shown.",False,No children or babies are present in the video.
pampersus,results/pampersus/C7SP9VBOv1U_2024-05-22_21-06-29_UTC.jpg,False,No one in the video shows themselves using pampers diapers.,True,The Pampers logo is clearly visible in the background.,False,There are no children or babies present in this video.
pampersus,results/pampersus/C7kbcy-smRp_2024-05-29_22-31-05_UTC.jpg,False,"The video shows a woman holding a box of Pampers Baby-Dry diapers, but it does not show anyone using the diapers.",True,The Pampers Baby-Dry diaper box is clearly visible in the video.,True,A baby is shown on the packaging of the Pampers Baby-Dry diapers.
pampersus,results/pampersus/C_HT_vQN5Z1_2024-08-26_01-12-43_UTC_3.jpg,False,"The image contains a Pampers Club card, which is used for rewards and savings. It does not show anyone using Pampers diapers.",True,The Pampers brand is clearly visible on the card.,False,There are no children or babies present in the image.
pampersus,results/pampersus/DAro7dfsqC5_2024-10-04_00-21-41_UTC_1.jpg,False,"A person is showing the Pampers Pure Protection diapers box, but it is not shown in action.",True,The Pampers Pure Protection diapers box is clearly shown in the video.,True,There is a baby shown on the diapers box.
pampersus,results/pampersus/DB1gbXivPyS_2024-11-01_16-49-59_UTC.jpg,False,"The baby is being held, but there is no evidence that the diapers are being used or changed. ",False,"The Pampers Swaddlers 360 is mentioned in the text, but the product itself is not clearly visible in the image.",True,There is a baby present in the image.
pampersus,results/pampersus/C6om6gFA3QA_2024-05-06_16-57-36_UTC.jpg,False,"The video shows children painting, there is no product usage shown",False,The Pampers brand is seen in the video but the product itself is not shown,True,There are children present in the video
pampersus,results/pampersus/C-D4Wz-Sx8e_2024-07-30_20-42-05_UTC_2.jpg,False,The video shows a pregnant woman standing next to boxes of Pampers Swaddlers diapers.  There is no depiction of anyone using the diapers.,True,Multiple boxes of Pampers Swaddlers diapers are clearly visible and the brand is prominently displayed on each box.,True,Images of babies are on the diaper boxes.
pampersus,results/pampersus/C6yz7AzLf6Q_2024-05-10_16-04-02_UTC.jpg,False,"A man is holding pampers baby wipes, but he is not using them in any way.",True,The pampers baby wipes are clearly seen in the hands of the man.,False,There is no child or baby present in the video.
pampersus,results/pampersus/C59Ry9VvqFn_2024-04-19_21-05-26_UTC.jpg,True,"A baby is shown wearing a diaper, although it is not clear what brand it is.",False,"The diaper is visible on the baby, but the brand is not clearly visible.",True,A baby is present in the video wearing a diaper.
pampersus,results/pampersus/C9-u8iASBN1_2024-07-28_20-48-42_UTC_1.jpg,False,"The video shows a person talking about Pampers diapers, but it does not show anyone using them.",True,Several packages of Pampers Easy Ups training underwear are clearly visible in the video.,True,A baby is shown on one of the diaper packages.
pampersus,results/pampersus/C7oyxBVgHIp_2024-05-31_15-13-39_UTC.jpg,False,"The video shows a woman talking about the product, but it does not show anyone using the product.",True,"The Pampers Swaddlers 360 diapers are clearly shown in the video, both on the box and on a baby.",True,There are babies shown in the video wearing the diapers.
pampersus,results/pampersus/C7146vMO2XJ_2024-06-05_17-18-04_UTC.jpg,False,The video shows a hand holding a pack of Pampers Swaddlers 360 diapers.  No one is shown using the diapers on a baby.,True,The diapers are clearly visible and the brand is clearly labeled on the package.,False,There is no child or baby present in this video.
pampersus,results/pampersus/DB6hufnJ8fq_2024-11-03_15-36-45_UTC_2.jpg,False,The image is a screenshot of a mobile application. No person is shown using the product.,False,The image is of a mobile application interface; no product is shown.,False,There are no children or babies present in the image.
pampersus,results/pampersus/C_tKTotSQhM_2024-09-09_17-59-11_UTC_2.jpg,False,No diapers are shown in the video.,False,The Pampers brand is not shown in the video.,True,There is a baby present in the video.
pampersus,results/pampersus/C8fyvTYgr1L_2024-06-21_23-51-30_UTC.jpg,False,"A hand is holding the product, but it is not being used in action.",True,"The product, Pampers Free & Gentle wipes, is clearly visible in the image.",False,There is no child or baby present in the image.
pampersus,results/pampersus/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_2.jpg,False,No product is being used in the video.,False,No product is visible in the video.,True,"A baby is present in the video, being held by a woman."
pampersus,results/pampersus/C59xBnCM_af_2024-04-20_01-39-52_UTC_1.jpg,False,"The video shows boxes of Pampers diapers on a dresser, but does not show anyone using the product.",True,Multiple boxes of Pampers Swaddlers diapers are clearly visible on the dresser.,False,"There is an image of a baby on one of the diaper boxes, but no baby is shown in the video."
pampersus,results/pampersus/C-Lo_7ehvvY_2024-08-02_21-02-22_UTC_1.jpg,False,No one is shown using Pampers diapers in this video.,False,"The Pampers brand is mentioned in a hashtag, but no Pampers products are visible in the video.",False,There are no children or babies present in this video.
pampersus,results/pampersus/C6y2BoCL_F-_2024-05-10_16-20-50_UTC_1.jpg,False,"The video shows a baby wearing Pampers Cruisers 360 diapers, but it does not show the process of putting them on.",True,"The baby is clearly wearing Pampers Cruisers 360 diapers, although only a portion of the diaper is visible.",True,A baby is present wearing Pampers Cruisers 360 diapers.
pampersus,results/pampersus/C85gvKvyYuO_2024-07-01_23-39-27_UTC_1.jpg,False,"The video shows a baby wearing a diaper, but it doesn't show the process of putting it on.",True,The Pampers diaper is clearly visible on the baby.,True,A baby is shown wearing a Pampers diaper.
pampersus,results/pampersus/C95YSx7hArU_2024-07-26_18-52-02_UTC.jpg,False,"The video shows a box of Pampers Swaddlers diapers, but it does not show anyone using the diapers.",True,"The Pampers Swaddlers box is clearly visible, and the brand and product name are easily identifiable.",True,A baby is pictured on the box of diapers.
pampersus,results/pampersus/C93WEtHAYuF_2024-07-25_23-51-37_UTC.jpg,True,"A baby is wearing a diaper, the diaper is visible under a pink dress. ",True,Part of the diaper is visible under the baby's dress. The Pampers logo is clearly visible on the blanket.,True,There is a baby wearing a diaper in the image.
pampersus,results/pampersus/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_4.jpg,False,"No product is being used in the video, therefore it is not possible to determine if the product is in action.",False,The Pampers brand is not mentioned or shown in the image.,True,There is a baby present in the image. The baby appears to be wrapped in a blanket.
pampersus,results/pampersus/C2nJarErz2e_2024-01-27_17-14-18_UTC_1.jpg,False,The image shows a box of Pampers Swaddlers diapers. There is no video showing anyone using the product.,True,A box of Pampers Swaddlers diapers is clearly visible in the image.,True,A baby is depicted on the box of diapers.
pampersus,results/pampersus/C1kxjnBLbZI_2024-01-01_22-35-03_UTC_5.jpg,False,The image contains two women and there is no product in use,False,The image does not contain any product from the brand,False,There is no child or baby present in the image
pampersus,results/pampersus/C7juemCM0Fp_2024-05-29_15-58-10_UTC.jpg,False,"A person is holding a package of Pampers Swaddlers diapers, but they are not shown using the diapers on a baby.",True,The Pampers Swaddlers diaper packaging is clearly visible in the video.,False,There is no baby or child present in the video.  There is an image of a baby on the diaper packaging.
pampersus,results/pampersus/C8dStCev-UU_2024-06-21_00-31-18_UTC_1.jpg,False,The video shows a person walking into a store to restock on wipes.  No one is shown using the wipes.,False,The wipes are only mentioned; they are not shown in the video.,False,No children or babies are present in this video.
pampersus,results/pampersus/C2-naD3vRx6_2024-02-05_19-58-01_UTC_2.jpg,False,The image shows a baby sleeping; there is no depiction of anyone using the Pampers product.,False,The Pampers product is not visible in the image.,True,A baby is present in the image.
pampersus,results/pampersus/C6w1kPUr1FF_2024-05-10_01-07-11_UTC_1.jpg,False,"A baby is present in the video, but there is no action of putting on or using the diaper shown.",True,The Pampers Swaddlers diapers are clearly visible in the box and packaging.,True,A baby is being held by an adult woman.
pampersus,results/pampersus/C9ygmmVoAfO_2024-07-24_02-47-31_UTC_1.jpg,False,There is no product usage shown in the video.,False,No product from the brand is shown in the video.,True,A baby is shown in the video as an ultrasound image.
pampersus,results/pampersus/C-pqxaqOm-w_2024-08-14_12-54-31_UTC.jpg,False,No one in the video shows themselves using pampers diapers,False,The pampers brand is not seen in the video,True,There are many babies and toddlers present in the daycare
pampersus,results/pampersus/C1kxjnBLbZI_2024-01-01_22-35-03_UTC_4.jpg,False,No person is shown using pampers diapers,False,No pampers products are shown in this video,False,There are no children or babies present in this video
pampersus,results/pampersus/C1kxjnBLbZI_2024-01-01_22-35-03_UTC_10.jpg,False,There is no product usage shown in the video.,False,The Pampers brand is not shown in the video.,False,There are no children or babies present in this video.
pampersus,results/pampersus/C8nlJQVMcqp_2024-06-25_00-30-43_UTC_1.jpg,False,"The video shows a woman talking about potty training and shows a pack of Pampers Easy Ups training pants, but it does not show anyone using the product.",True,A pack of Pampers Easy Ups training pants is clearly visible in the video.,False,No child or baby is present in the video.
pampersus,results/pampersus/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_5.jpg,False,There is no person in the video showing the usage of the product.,False,The product is not seen in the video.,False,There is no child or baby present in the video.
pampersus,results/pampersus/C8UVv9uJ3FW_2024-06-17_13-04-44_UTC.jpg,False,The video shows a baby who has already been changed. It does not show the process of changing the diaper.,True,The Pampers brand is clearly visible on the wipes packaging.,True,"A baby is present in the video, and the text on the screen says ""freshly changed baby""."
pampersus,results/pampersus/C7me4dkO__7_2024-05-30_17-38-43_UTC.jpg,False,The video shows only the product packaging and does not show anyone using the product.,True,"The product, Pampers wipes, is clearly visible in the image.  The packaging is clearly labeled with the Pampers brand and other details.",False,No children or babies are present in the image.
pampersus,results/pampersus/C7olDiDOpXR_2024-05-31_13-11-51_UTC_1.jpg,False,"There is no one in the video shown using the product.  The video shows two babies, however, they are not shown using the diapers. The video shows the product boxes.",True,The Pampers Swaddlers boxes are clearly visible in the video.,True,"Two babies are present in the video, and they appear to be wearing Pampers Swaddlers diapers."
pampersus,results/pampersus/DBeV82CvVW-_2024-10-23_16-55-55_UTC.jpg,False,No one in the video shows themselves using the product.,True,The product is clearly seen on the baby.,True,There is a baby present wearing the diaper.
pampersus,results/pampersus/C75M0emPXtA_2024-06-07_00-06-47_UTC.jpg,False,"The video shows a woman holding a box of Pampers Easy Ups, but it does not show anyone actually using the product.",True,The box of Pampers Easy Ups is clearly visible and the brand is clearly shown.,False,There are no children or babies present in the video.
pampersus,results/pampersus/C_f353aOIfz_2024-09-04_14-10-18_UTC_1.jpg,False,"The video shows a baby, but it does not show anyone using pampers diapers. ",True,A pack of pampers is visible in the background.,True,There is a baby present in the video.
pampersus,results/pampersus/C_HT_vQN5Z1_2024-08-26_01-12-43_UTC_4.jpg,False,"The video only shows a Pampers Club code, there is no usage of the product shown.",False,"The Pampers brand is visible, but no diapers or other products are shown.",False,No child or baby is present in the image.
pampersus,results/pampersus/C7mMR5AOzuy_2024-05-30_14-56-59_UTC.jpg,True,"A baby is shown wearing a diaper, though the brand is not clearly visible.",False,"The diaper is partially visible, but the brand is not clearly seen.",True,There is a baby present wearing a diaper.
pampersus,results/pampersus/C1kxjnBLbZI_2024-01-01_22-35-03_UTC_3.jpg,False,No one in the video is shown using Pampers diapers.,False,"The video shows a Bud Light advertisement, not Pampers.  No Pampers products are visible.",False,There are no children or babies present in this video.
pampersus,results/pampersus/C7PtEmggi5l_2024-05-21_21-21-25_UTC_1.jpg,False,"The video shows a box of Pampers Cruisers 360 diapers and several packages of Pampers Pure wipes, but it does not show anyone using the products.",True,The Pampers Cruisers 360 diaper box and Pampers Pure wipes are clearly visible in the video.,False,"While the box shows a baby, there are no babies or children present in the video."
pampersus,results/pampersus/C-L7Ys8S255_2024-08-02_23-44-36_UTC_1.jpg,False,The video shows a mother and daughter high-fiving.  There is no depiction of anyone using Pampers diapers.,False,"The Pampers brand is visible in the hashtags, but no Pampers products are shown.",True,A young girl is present in the video.
pampersus,results/pampersus/C8S7D46van0_2024-06-16_23-51-32_UTC_3.jpg,False,The video does not show anyone using the product.,False,The product is not seen in the video.,True,There is a baby present in the image.
pampersus,results/pampersus/C-nw4gyyYc__2024-08-13_19-12-00_UTC.jpg,False,"The video shows a person holding a box of Pampers Easy Ups diapers, but does not show anyone using the diapers.",True,The box of Pampers Easy Ups diapers is clearly visible and the brand is prominently displayed.,False,"There are cartoon images of children on the diaper packaging, but no real children or babies are present in the video."
pampersus,results/pampersus/C7Un4XwJMN6_2024-05-23_19-15-00_UTC.jpg,False,The video does not show anyone using the product. ,True,A box of Pampers diapers is visible in the video.,True,A baby is present in the video.
pampersus,results/pampersus/C8up0J_pIMt_2024-06-27_18-20-07_UTC.jpg,False,"The video shows a toddler interacting with a box of Pampers Easy Ups training underwear, but it does not depict the product being used on the child.",True,The box of Pampers Easy Ups training underwear is clearly visible and features prominently in the video.,True,A toddler is present in the video.
pampersus,results/pampersus/C_0awDqOUy0_2024-09-12_13-39-15_UTC_1.jpg,False,"The video shows a baby, but it does not show the baby using the Pampers Pure diaper.  The baby is simply crawling on a bed in front of a box of diapers.",True,"A box of Pampers Pure diapers is clearly visible in the video. The box shows the brand name, the product name, and other details.",True,A baby is present in the video.
pampersus,results/pampersus/C8H-R1VpiBF_2024-06-12_17-48-35_UTC.jpg,False,No product is shown in action. The video shows a view from a train window.,False,The Pampers product is not shown in the video.,False,There are no children or babies present in the video.
theninjamas,results/theninjamas/DBMMf7pvcbR_2024-10-16_15-50-47_UTC.jpg,False,"The video shows a woman holding a package of the product, but it does not show anyone actually using the product.",True,The product packaging is clearly visible and the brand name is prominent.,False,"There is a child shown on the product packaging, but no child or baby is present in the video itself."
theninjamas,results/theninjamas/DBbszl6RGAG_2024-10-22_16-18-05_UTC.jpg,False,"The video shows a woman and a child, but there is no product shown.",False,The product is not shown in this video.,True,There is a young child present in the video.
theninjamas,results/theninjamas/C84eYppJ9BL_2024-07-01_13-55-02_UTC.jpg,False,No one in the video uses the product. The video is an advertisement showing the product box and a doctor discussing bed wetting.,True,The product box is clearly visible and shows the product name and features.,True,A child is shown on the product box.
theninjamas,results/theninjamas/DBZadHsPgLS_2024-10-21_19-00-37_UTC.jpg,False,The video shows a child standing next to a box of Ninjamas.  There is no depiction of the product being used.,True,The box of Ninjamas is clearly visible and shown prominently in the video. The product packaging is very clear.,True,A young child is present in the video.
theninjamas,results/theninjamas/C8NzOTEvIz0_2024-06-15_00-15-08_UTC_1.jpg,False,"The video shows children in active poses, but it does not show them using the product.",True,"The product packaging is clearly shown, displaying the product and its features.",True,Two children are featured on the product packaging.
theninjamas,results/theninjamas/DBZcfWGSbJo_2024-10-21_19-18-01_UTC_1.jpg,False,No one in the video shows themselves using the product.,True,The product is clearly seen in the lower right corner of the video.,True,There are two children present in the video.
theninjamas,results/theninjamas/DBZyJxJSi7B_2024-10-21_22-47-25_UTC.jpg,False,"The video shows a box of the product, but does not show anyone using the product.",True,The product box is clearly visible and shows the product.,True,A child is shown on the product packaging.
theninjamas,results/theninjamas/DBaWN8rp6tg_2024-10-22_03-41-44_UTC_1.jpg,False,"No diaper is shown in the video. Although the video is about potty training, there is no evidence of diapers being used.",False,No diaper is shown in the video. ,True,A young boy is present in the video.
theninjamas,results/theninjamas/C77ghArhJCK_2024-06-07_21-38-12_UTC.jpg,False,The video shows a person walking into a Target store. There is no product usage shown.,False,The video does not show the product.  The video only shows the exterior of a Target store.,False,There are no children or babies present in the video.
theninjamas,results/theninjamas/C8LTlFYvKt2_2024-06-14_00-53-42_UTC.jpg,False,The video does not show anyone using the diapers.,False,The video does not show the diapers.,False,There are no children or babies present in the video.
theninjamas,results/theninjamas/C82l51EP5p-_2024-06-30_20-21-06_UTC_1.jpg,False,"The video shows a man and a child, but neither is shown using the product.  The product is only shown in its packaging on a shelf.",True,"The product packaging is clearly visible in the background of the video, showing the brand name and other details.",True,"A young child is present in the video; however, the child is not wearing or using the product."
theninjamas,results/theninjamas/C8z8C6HuHxB_2024-06-29_19-35-57_UTC_1.jpg,False,"The video shows a family entering a hotel room. A child is carrying a box of Ninjamas diapers, but it does not show anyone using the product.",True,The box of Ninjamas diapers is clearly visible in the video.,True,There are three children and a baby present in the video.
theninjamas,results/theninjamas/DBQ5OM6uEQ1_2024-10-18_11-37-03_UTC.jpg,False,"The video shows a person talking about the product, but does not show anyone using the product.",True,The product box is clearly visible in the video.,True,There is an image of a child on the product box.
theninjamas,results/theninjamas/C7zzSp4vDK2_2024-06-04_21-48-22_UTC_1.jpg,False,"The video shows a person holding a box of the product, but it does not show anyone using the product.",True,The product box is clearly visible and the branding is clearly shown.,True,There are two young children present in the video.
mymilliemoon,results/mymilliemoon/DBPzDigtYKm_2024-10-18_01-20-00_UTC.mp4,True,A baby is shown wearing the diapers.  The video shows the diapers on the baby from various angles.,True,"The diapers are clearly shown throughout the video, both on and off the baby, as well as in the packaging.",True,A baby is present throughout the video wearing the Millie Moon newborn diapers.
mymilliemoon,results/mymilliemoon/C4dnb2iRGj__2024-03-13_17-27-32_UTC.mp4,True,"A baby is shown wearing the Millie Moon diaper, and the process of putting on the diaper is shown.",True,The Millie Moon diaper box and the diaper itself are clearly shown throughout the video.,True,A baby is shown wearing the diapers and playing in the yard.
mymilliemoon,results/mymilliemoon/C8XyNnyv-oF_2024-06-18_21-14-49_UTC.mp4,False,"The video shows a person showcasing the Millie Moon diapers and wipes inside a diaper bag, but there is no demonstration of how to use them on a baby.",True,The Millie Moon diapers and wipes packaging are clearly visible and shown multiple times throughout the video.,True,"A baby is briefly visible in a car seat in the final scene of the video, and the presenter mentions having a five-week-old baby."
mymilliemoon,results/mymilliemoon/C_wHWYvyrZy_2024-09-10_21-31-25_UTC_1.mp4,False,"A woman is shown using the nursing pillow, but no baby is present.  The video is a demonstration of the pillow, not the diapers.",True,The Millie Moon diapers are clearly shown being taken out of packaging. The packaging is also clearly visible.,False,No child or baby is present in this video.
mymilliemoon,results/mymilliemoon/C379j90r-IJ_2024-02-29_15-53-11_UTC.mp4,False,The video shows a person comparing the absorbency of diapers with and without the product. No baby is shown using the product in action.,True,"The product, Sposie Booster Pads, is clearly shown in the packaging and as a single pad.",True,A baby is present on the packaging of the Sposie Booster Pads.
mymilliemoon,results/mymilliemoon/DBRrUMBySnN_2024-10-18_18-53-26_UTC.mp4,False,"A baby is shown wearing the diapers, but there is no demonstration of how to put them on or use them.",True,The diapers and their packaging are clearly shown throughout the video.,True,A baby is shown sleeping on a box of the diapers and the video shows several close-ups of the diapers themselves.
mymilliemoon,results/mymilliemoon/C9FjL_nx-fg_2024-07-06_15-45-34_UTC.mp4,True,A baby is shown wearing the Millie Moon diaper throughout the video.,True,The Millie Moon diaper is clearly visible on the baby throughout the video.  The packaging is also shown.,True,A baby is shown throughout the video.
honest,results/honest/C_gC5QvvaXR_2024-09-04_15-58-14_UTC_1.mp4,True,A baby is shown wearing a diaper from the brand Honest. The video also shows a person putting a diaper on the baby.,True,Diapers and other baby products from the brand Honest are clearly seen throughout the video. The brand name is visible on the packaging.,True,A baby is present throughout the video and is the main focus.
honest,results/honest/C6tnbX9L1fl_2024-05-08_15-37-02_UTC_1.mp4,False,The video shows the product but doesn't show it being used on a baby.,True,The product is shown in detail several times in the video.,True,A baby is present throughout the video.
honest,results/honest/C_3AyLsAfFS_2024-09-13_13-55-19_UTC.mp4,True,A baby is shown wearing the Honest diapers. The person in the video puts the diaper on the baby.,True,"The Honest diapers are clearly shown throughout the video, both on and off the baby.",True,A baby is present in the video wearing the Honest brand diapers.
honest,results/honest/C_3gPfOxk_y_2024-09-13_18-23-16_UTC_2_1.mp4,False,"The video shows a baby sitting next to a box of Honest diapers, but it doesn't show anyone using the diapers.",True,A box of Honest diapers is clearly visible in the video.,True,A baby is prominently featured in the video.
honest,results/honest/C97rNAxORw8_2024-07-27_16-19-02_UTC_1.mp4,False,"A baby is shown wearing the Honest diapers, but the video does not show the process of putting them on.",True,The Honest diaper packaging and wipes are clearly visible on a dresser and in a basket.,True,"A baby is present throughout the video, wearing Honest brand diapers."
honest,results/honest/C6-EfczujCO_2024-05-15_00-59-41_UTC_1.mp4,True,A person pours the bubble bath into the tub and washes the baby with the shampoo and body wash. ,True,The products are clearly seen throughout the video. ,True,A baby is present in the video and is shown throughout using the products.
honest,results/honest/C-y6e8tpeOr_2024-08-18_03-08-10_UTC.mp4,False,"The video shows a person reviewing Honest brand baby wipes, but doesn't show anyone using the product on a baby.",True,The Honest brand baby wipes are clearly shown in the video.,False,There is no baby or child present in the video.
honest,results/honest/C9cndzQMDO-_2024-07-15_14-45-52_UTC_1.mp4,True,A baby is shown wearing a diaper from the brand Honest. The video shows the process of changing the baby's diaper.,True,"The Honest diapers and wipes are clearly shown in the video, with their packaging visible.",True,"A baby is present throughout the video, and is the main focus of the content."
honest,results/honest/C2-8LJHPO9-_2024-02-05_23-11-48_UTC.mp4,True,"A mother is shown using Honest brand products on her toddler, including bubble bath, shampoo, conditioner, lotion, and healing ointment.",True,The Honest brand is clearly displayed on all products shown in the video.,True,A toddler is present throughout the video and is the subject of the mother's actions using Honest products.
honest,results/honest/C_iohqoPRuP_2024-09-05_15-52-48_UTC_1.mp4,True,"A person in the video uses Honest brand shampoo and body wash on a baby, and also applies Honest brand lotion to the baby.",True,The Honest brand products are clearly shown and the labels are readable.,True,A baby is present throughout the video. The baby is the focus of the video.
honest,results/honest/C2sZ8cTpzQ-_2024-01-29_18-20-07_UTC_1.mp4,True,A woman is shown applying the Honest Healing Head-to-Toe Ointment to her arm.,True,"The product is clearly shown throughout the video; the packaging is visible, and the name of the brand is displayed.",False,No children or babies are present in this video.
honest,results/honest/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_5_1.mp4,False,The video does not show anyone using Honest diapers.  It shows a birth announcement and some baby items.,False,Honest brand diapers are not shown in this video.,False,There is no child or baby present in this video.
honest,results/honest/C7E7GCjJody_2024-05-17_16-51-33_UTC_1.mp4,True,A baby is shown wearing a diaper from the brand Honest. The parent is shown putting lotion and cream on the baby.,True,"Diapers, wipes, lotions, and creams from the brand Honest are shown throughout the video.  The products have clear Honest branding.",True,A baby is shown throughout the video.
honest,results/honest/C-v-eaeAseo_2024-08-16_23-43-02_UTC.mp4,True,A mother is using the bubble bath on her son in the bathtub. She is also applying the lotion to her son after his bath.,True,The Honest brand bubble bath and lotion are clearly shown multiple times in the video.,True,A young boy is present in the video and is the one using the products.
honest,results/honest/C3F6eJUMTmT_2024-02-08_16-01-16_UTC_1.mp4,True,The parents in the video use the Honest brand body wash and bubble bath to bathe their children. The mother applies the Honest Healing Head-to-Toe Ointment to her children.,True,"The Honest brand body wash, bubble bath, and Healing Head-to-Toe Ointment are all clearly visible in the video with their labels facing the camera.",True,Two young children are present in the video. They are bathed using the Honest products and have the ointment applied to them.
honest,results/honest/C__xV9Gyls3_2024-09-16_23-30-36_UTC.mp4,True,A baby is shown while the person in the video is putting a diaper on the baby. ,True,The Honest brand diapers and wipes are shown throughout the video. The packaging is clearly visible and the brand name is prominent. ,True,A baby is present in the video and is wearing a diaper.
honest,results/honest/C-3kELxSbx9_2024-08-19_22-26-52_UTC.mp4,True,"A baby is shown wearing and using the Honest brand diapers throughout the video.  The diapers are put on the baby, and the baby is shown wearing them in various locations throughout the day. ",True,The Honest brand diapers and Honest brand lotion are clearly shown multiple times throughout the video. The diapers are shown being put on the baby and are clearly visible on the baby. The lotion is shown being applied to the baby.,True,A baby is present throughout the entire video. The baby is shown wearing and using the Honest brand diapers and lotion.
honest,results/honest/C5dvPsPuj-u_2024-04-07_15-08-38_UTC.mp4,False,"The video shows the unboxing of Honest diapers, but it does not show anyone using the diapers on a baby.",True,The Honest diapers are clearly shown throughout the video. The packaging and the diapers themselves are visible.,True,A baby's hand is shown at the end of the video interacting with the diapers.
honest,results/honest/C-Tkr4oJApf_2024-08-05_22-59-51_UTC.mp4,True,A person is shown applying the Honest Healing Head-To-Toe Ointment to a baby's skin.,True,"The product, Honest Healing Head-To-Toe Ointment, is clearly shown multiple times in the video. The packaging is visible and the brand name is clearly displayed.",True,A baby is present throughout the video; the ointment is used on the baby.
honest,results/honest/C__pzQhpr1M_2024-09-16_22-23-00_UTC_1.mp4,True,A baby is shown getting a diaper changed. The adult puts the diaper on the baby.,True,The Honest brand diaper packaging and diaper are clearly shown throughout the video.,True,A baby is shown throughout the video. The baby is wearing the diapers and other clothes.
honest,results/honest/C7HbfzpuQW-_2024-05-18_16-13-18_UTC_1.mp4,True,A baby is shown wearing the diapers.,True,The diapers are clearly shown in the video with different patterns.,True,There is a baby present wearing and playing with the diapers.
honest,results/honest/C9Vs2BpvGl9_2024-07-12_22-16-49_UTC.mp4,True,A baby is shown wearing the diapers throughout the video.,True,The Honest brand diapers and wipes are clearly shown in several scenes.,True,A baby is shown throughout the video.
